0,0,10.7585459399
0,1,10.7874904299
0,2,10.8143598999
0,3,10.8391268399
0,4,10.8678237399
0,5,10.8924256199
0,6,10.9249974599
0,7,10.9535292999
0,8,10.9799861199
0,9,11.0083804099
0,10,11.0346996799
0,11,11.0629564199
0,12,11.0891381399
0,13,11.1152373299
0,14,11.1392339899
0,15,11.1671606099
0,16,11.1950322099
0,17,11.2188087899
0,18,11.2384353299
0,19,11.2578968099
0,20,11.2832532299
0,21,11.3125671199
0,22,11.3398334999
0,23,11.3650248599
0,24,11.3881136899
0,25,11.4131124799
0,26,11.4360087399
0,27,11.4628349599
0,28,11.4855661599
0,29,11.5102073199
0,30,11.5226459499
0,31,11.5489769899
0,32,11.5752530099
0,33,11.5974340099
0,34,11.6275849699
0,35,11.6496559299
0,36,11.6736368499
0,37,11.6975352399
0,38,11.7233710999
0,39,11.7451119399
0,40,11.7667427399
0,41,11.7943234999
0,42,11.8218767499
0,43,11.8413224899
0,44,11.8687106799
0,45,11.8900113599
0,46,11.9091819999
0,47,11.9383150899
0,48,11.9573481799
0,49,11.9802837199
0,50,12.0011167299
0,51,12.0218396999
0,52,12.0505326299
0,53,12.0731655599
0,54,12.0957159599
0,55,12.1222238299
0,56,12.1466841899
0,57,12.1690695299
0,58,12.1974323399
0,59,12.2136751499
0,60,12.2358128999
0,61,12.2578681199
0,62,12.2818608099
0,63,12.3057984799
0,64,12.3296811299
0,65,12.3555287599
0,66,12.3793288799
0,67,12.4030739799
0,68,12.4227240599
0,69,12.4422640999
0,70,12.4616940999
0,71,12.4810140599
0,72,12.5042639799
0,73,12.5213988799
0,74,12.5444562299
0,75,12.5593785599
0,76,12.5761558299
0,77,12.6008755499
0,78,12.6174877599
0,79,12.6380024199
0,80,12.6564145499
0,81,12.6726966399
0,82,12.6928811799
0,83,12.7109631899
0,84,12.7309551599
0,85,12.7508645999
0,86,12.7686715099
0,87,12.7863683799
0,88,12.8039552099
0,89,12.8133519999
0,90,12.8306087099
0,91,12.8477553799
0,92,12.8688320099
0,93,12.8878336199
0,94,12.9006926999
0,95,12.9255067199
0,96,12.9503207399
0,97,12.9731147599
0,98,12.9958812699
0,99,13.0105402699
0,100,11.0346996799
1,0,11.0629564199
1,1,11.0891381399
1,2,11.1152373299
1,3,11.1392339899
1,4,11.1671606099
1,5,11.1950322099
1,6,11.2188087899
1,7,11.2384353299
1,8,11.2578968099
1,9,13.2057794399
1,10,13.2233780399
1,11,13.2388741099
1,12,13.2583001399
1,13,13.2736311499
1,14,13.2949121199
1,15,13.3141455799
1,16,13.3313040199
1,17,13.3463599299
1,18,13.3673657999
1,19,13.3822841599
1,20,13.4011324799
1,21,13.4219457799
1,22,13.4407115699
1,23,13.4473023399
1,24,13.4657930299
1,25,13.4882686999
1,26,13.5087243699
1,27,13.5291525299
1,28,13.5414731799
1,29,13.5597162799
1,30,13.5738643599
1,31,13.5899223999
1,32,13.6119579099
1,33,13.6299534199
1,34,13.6478939099
1,35,13.6556793799
1,36,13.6693322799
1,37,13.6869151399
1,38,13.7024229799
1,39,13.7117882899
1,40,13.7230085399
1,41,13.7361112399
1,42,13.7511238999
1,43,13.7680540299
1,44,13.7849216299
1,45,13.8017342099
1,46,13.8184917699
1,47,13.8331743099
1,48,13.8457543199
1,49,13.8622642899
1,50,13.8787192399
1,51,13.8971391699
1,52,13.9135115899
1,53,13.9318489899
1,54,13.9420788799
1,55,13.9541912199
1,56,13.9722535199
1,57,13.9862483099
1,58,14.0042005699
1,59,14.0180853199
1,60,14.0339075399
1,61,14.0496747399
1,62,14.0613469199
1,63,14.0749290599
1,64,14.0864086699
1,65,14.1018182399
1,66,14.1090927899
1,67,14.1283222799
1,68,14.1334117699
1,69,14.1484086899
1,70,14.1613305899
1,71,14.1721499599
1,72,14.1848792899
1,73,14.1975260899
1,74,14.2100903599
1,75,14.2266120999
1,76,14.2410863299
1,77,14.2534855399
1,78,14.2658022199
1,79,14.2820763699
1,80,14.2963030099
1,81,14.3104746299
1,82,14.3266112299
1,83,14.3386803199
1,84,14.3526868799
1,85,14.3646184199
1,86,14.3805074299
1,87,14.3882889299
1,88,14.4019928799
1,89,14.4136218099
1,90,14.4292082099
1,91,14.4387070999
1,92,14.4541559499
1,93,14.4655372899
1,94,14.4768360999
1,95,14.4920923799
1,96,14.5053011499
1,97,14.5123948999
1,98,14.5173310999
1,99,11.2832532299
1,100,11.3125671199
2,0,11.3398334999
2,1,11.3650248599
2,2,11.3881136899
2,3,11.4131124799
2,4,11.4360087399
2,5,11.4628349599
2,6,11.4855661599
2,7,11.5102073199
2,8,14.6375425599
2,9,14.6475208899
2,10,14.6493366899
2,11,14.6610599199
2,12,14.6686881299
2,13,14.6782262999
2,14,14.6876819399
2,15,14.6970550499
2,16,14.7002856299
2,17,14.7134511499
2,18,14.7286091599
2,19,14.7397271699
2,20,14.7548301599
2,21,14.7598331499
2,22,14.7727785899
2,23,14.7755965199
2,24,14.7883493899
2,25,14.7990547499
2,26,14.8076850899
2,27,14.8142128999
2,28,14.8226506699
2,29,14.8330259099
2,30,14.8433461299
2,31,14.8556313299
2,32,14.8577890199
2,33,14.8658416499
2,34,14.8738117499
2,35,14.8776593199
2,36,14.8854093399
2,37,14.8971168299
2,38,14.9108168099
2,39,14.9245167899
2,40,14.9260967699
2,41,14.9315516899
2,42,14.9389165699
2,43,14.9482189199
2,44,14.9534262499
2,45,14.9585235399
2,46,14.9655307899
2,47,14.9744755099
2,48,14.9833652099
2,49,14.9901798899
2,50,14.9969120399
2,51,15.0076016599
2,52,15.0182637699
2,53,15.0248583699
2,54,15.0273304399
2,55,15.0357249599
2,56,15.0359844599
2,57,15.0461788999
2,58,15.0563458299
2,59,15.0624452499
2,60,15.0684621399
2,61,15.0703564999
2,62,15.0781733099
2,63,15.0839150999
2,64,15.0895743599
2,65,15.0951510899
2,66,15.0986252899
2,67,15.0999694499
2,68,15.1092560599
2,69,15.1084151599
2,70,15.1175091999
2,71,15.1225357299
2,72,15.1193997299
2,73,15.1281911599
2,74,15.1349350799
2,75,15.1396039799
2,76,15.1280303499
2,77,15.1323141099
2,78,15.1344953399
2,79,15.1385865299
2,80,15.1385551899
2,81,15.1343462999
2,82,15.1420648399
2,83,15.1497558699
2,84,15.1473193899
2,85,15.1487578499
2,86,15.1541262699
2,87,15.1553996699
2,88,15.1626230299
2,89,15.1677988799
2,90,15.1688797099
2,91,15.1658104999
2,92,15.1706562299
2,93,15.1714069399
2,94,15.1700276099
2,95,15.1705307299
2,96,15.1729438099
2,97,15.1793143599
2,98,11.5226459499
2,99,11.5489769899
2,100,11.5752530099
3,0,11.5974340099
3,1,11.6275849699
3,2,11.6496559299
3,3,11.6736368499
3,4,11.6975352399
3,5,11.7233710999
3,6,11.7451119399
3,7,15.2025412999
3,8,15.2059840199
3,9,15.2073517199
3,10,15.2106568899
3,11,15.2139070399
3,12,15.2110421699
3,13,15.2140997499
3,14,15.2191223099
3,15,15.2200773599
3,16,15.2249898799
3,17,15.2278548899
3,18,15.2266248799
3,19,15.2313448299
3,20,15.2319972699
3,21,15.2345871799
3,22,15.2310620699
3,23,15.2294194099
3,24,15.2337267099
3,25,15.2380064999
3,26,15.2301387799
3,27,15.2321784899
3,28,15.2301231799
3,29,15.2340178299
3,30,15.2378849699
3,31,15.2397045999
3,32,15.2434892099
3,33,15.2472463099
3,34,15.2428958999
3,35,15.2404279399
3,36,15.2398699399
3,37,15.2392294099
3,38,15.2405263499
3,39,15.2437882699
3,40,15.2470226799
3,41,15.2482095799
3,42,15.2473214599
3,43,15.2524108099
3,44,15.2494201599
3,45,15.2503594699
3,46,15.2492237599
3,47,15.2419455199
3,48,15.2385422199
3,49,15.2390688799
3,50,15.2334805199
3,51,15.2257346099
3,52,15.2218636399
3,53,15.2178826299
3,54,15.2158115799
3,55,15.2116379999
3,56,15.2113943799
3,57,15.2131157399
3,58,15.2127895899
3,59,15.2043284199
3,60,15.1997421899
3,61,15.2011059199
3,62,15.2004221399
3,63,15.1976633399
3,64,15.1928020099
3,65,15.1878306399
3,66,15.1888092299
3,67,15.1877403099
3,68,15.1825763699
3,69,15.1813423899
3,70,15.1760133899
3,71,15.1746143499
3,72,15.1691202899
3,73,15.1655361899
3,74,15.1598495599
3,75,15.1580928899
3,76,15.1562811999
3,77,15.1463344899
3,78,15.1382427199
3,79,15.1279933999
3,80,15.1256590199
3,81,15.1151896199
3,82,15.1106151599
3,83,15.1059581699
3,84,15.1032386499
3,85,15.0984441099
3,86,15.0976070399
3,87,15.0906824599
3,88,15.0897078399
3,89,15.0846657099
3,90,15.0795410499
3,91,15.0702938599
3,92,15.0649491199
3,93,15.0514418499
3,94,15.0357220099
3,95,15.0218020899
3,96,15.0198095999
3,97,11.7667427399
3,98,11.7943234999
3,99,11.8218767499
3,100,11.8413224899
4,0,11.8687106799
4,1,11.8900113599
4,2,11.9091819999
4,3,11.9383150899
4,4,11.9573481799
4,5,11.9802837199
4,6,15.0198095999
4,7,15.0198095999
